variable_type,elasticity,elasticity_se,ols_coef,ppml_coef,diff_elast_minus_ols,se_diff_elast_minus_ols,test_elast_vs_ols_stat,test_elast_vs_ols_p,diff_elast_minus_ppml,se_diff_elast_minus_ppml,test_elast_vs_ppml_stat,test_elast_vs_ppml_p,diff_ols_minus_ppml,se_diff_ols_minus_ppml,test_ols_vs_ppml_stat,test_ols_vs_ppml_p,nobs,time,paper,panel
continuous,0.0320786872145906,0.010878734863055,0.0294001437759149,0.0109022450404123,0.0026785434386756,0.0085174442278696,0.0988960146746864,0.7531585032964785,0.0211764421741783,0.0095649485366243,4.901632173325803,0.0268313241639687,0.0184978987355026,0.0053314171365939,12.03814217158939,0.0005212289558966,3466,2026-01-11 22:17:42,58,result_table_3_B_2
binary,0.3337009277433456,0.0941142221569912,0.1615654027192337,0.07260642813085,0.1721355250241119,0.0856758561105877,4.036678034302826,0.044521378508016,0.2610944996124956,0.0882215073809211,8.758838074555587,0.0030810527982884,0.0889589745883837,0.032272176090919,7.598415450782443,0.0058419620592162,3466,2026-01-11 22:24:14,58,result_table_4_A_2
binary,1.7309052413716677,0.903090520755847,0.4623647109891418,0.8405391905332958,1.268540530382526,0.8751776266303293,2.1009527339297867,0.1472073877589809,0.8903660508383718,0.7971575146435628,1.2475239602808212,0.2640259148826863,-0.378174479544154,0.1375489417464973,7.559097183854242,0.0059707895776636,3523,2026-01-11 22:30:15,58,result_table_4_A_3
continuous,0.0078782095460097,0.0267459843150497,0.0752311975066451,0.0270093936619991,-0.0673529879606353,0.0250459284582073,7.231684363024612,0.0071627972503611,-0.0191311841159893,0.025987469621667,0.5419456232854566,0.4616275137723598,0.0482218038446459,0.0097288038880458,24.567898327858185,7.173690289574708e-07,3466,2026-01-11 22:36:10,58,result_table_3_A_2
continuous,0.415766110702821,0.2698406743024755,0.168038904355352,0.1984233920588126,0.247727206347469,0.2664057863500353,0.8646893363918868,0.3524297327742617,0.2173427186440083,0.2678582571056303,0.6583852808148537,0.4171305792706288,-0.0303844877034606,0.031621533436691,0.923289684910271,0.3366126883938461,3523,2026-01-11 22:39:04,58,result_table_3_A_3
continuous,-0.0424726271532075,0.0039814940353259,-0.0365147668494584,-0.0716312371563324,-0.0059578603037491,0.003278378481679,3.302649234477877,0.0691682450080466,0.0291586100031248,0.0307487133852087,0.8992485324800912,0.3429832871324406,0.0351164703068739,0.0303581983465953,1.3380419370651158,0.2473795719162485,68826,2026-01-11 22:45:14,63,result_table_9_data_1
continuous,6.469226316293992,5.595843576203826,0.1161827730056158,0.1500076706336169,6.353043543288376,5.607090681171161,1.2837737887299887,0.2571985405572078,6.319218645660375,5.561467303774912,1.291064643447126,0.2558518431155129,-0.033824897628001,0.0662191728658502,0.260918863549458,0.6094895849494131,87,2026-01-12 00:05:05,80,result_table_4_beta_bond_p1
continuous,0.091772841186506,0.1445505253941179,-0.1881263214174063,-0.1846556939888807,0.2798991626039124,0.1407010546529361,3.957386726200648,0.0466660969020541,0.2764285351753868,0.1447660756725371,3.646129935972814,0.0561996571648332,-0.0034706274285256,0.032985778286265,0.0110703797369089,0.91620451653224,43,2026-01-12 00:05:22,80,result_table_4_beta_bond_p2
binary,-0.0646528689560469,0.0028542408278257,-0.0961531244781856,-0.0403002871278879,0.0315002555221387,0.0128955285386467,5.966915113756552,0.0145767599234069,-0.024352581828159,0.0024052457174005,102.51115399804662,0.0,-0.0558528373502977,0.0128300126678344,18.95118234717732,1.341061466253457e-05,319827,2026-01-12 00:33:37,85,result_table_5_A_1
binary,-0.0286472185912229,0.00348994778904,-0.0532223493536031,-0.0273107935055031,0.0245751307623802,0.0145426486014676,2.855647874365586,0.0910535496078867,-0.0013364250857197,0.0025082227296915,0.2838945399018238,0.594159885052385,-0.0259115558480999,0.0144363468476211,3.2216055578988123,0.072672317526787,140365,2026-01-12 00:47:29,85,result_table_5_A_2
binary,-0.0387562504595381,0.002248703719619,-0.0304785679117716,-0.0231765369809857,-0.0082776825477665,0.0091093546436058,0.8257380807447138,0.3635078096157392,-0.0155797134785524,0.0014911714187174,109.1600663439144,0.0,-0.0073020309307859,0.0091161187715058,0.6416044785997145,0.4231303887801234,163165,2026-01-12 01:02:49,85,result_table_5_A_3
binary,-0.0057837082292269,0.0069781749246304,0.0090802637006315,0.0086803328673139,-0.0148639719298584,0.0066162526381923,5.047142801751932,0.0246665810630856,-0.0144640410965409,0.0066121419946652,4.785143336499969,0.0287062584582012,0.0003999308333175,0.0001547411115343,6.679721441011498,0.0097515862647628,1068,2026-01-12 01:03:36,86,result_table_1_3
binary,0.0273857427982112,0.0175584210476822,0.030732463872112,0.0321866680683505,-0.0033467210739007,0.0141412257912341,0.0560099162823165,0.8129173549804923,-0.0048009252701392,0.0140755592712897,0.1163371906277149,0.7330415647148875,-0.0014542041962384,0.0009190791208787,2.50348496017496,0.1135946808607363,108,2026-01-12 01:03:52,86,result_table_2_3
continuous,-0.0513011453209947,0.0146370398427702,-0.0636932206618702,-0.0380380980266559,0.0123920753408754,0.0032146012158445,14.860515706590071,0.0001157608814792,-0.0132630472943388,0.0139545832130439,0.9033434439186344,0.3418867901327078,-0.0256551226352142,0.0139950380964692,3.3604699789355816,0.0667790078175668,1296,2026-01-12 01:07:49,90,result_table_2_4
continuous,-0.0505048106578978,0.0191547892479765,-0.0390621425842423,-0.0436246629954947,-0.0114426680736554,0.0058637093682981,3.8081121257973938,0.051004908225778,-0.0068801476624031,0.0225873422251339,0.0927823257010635,0.7606693624838214,0.0045625204112523,0.0226678627783499,0.0405124483957105,0.8404819515646039,18262,2026-01-12 01:11:47,12,result_table_6_2
binary,-0.8743291460011079,0.8259153712551188,0.1519455268881893,-0.1890429499364365,-1.0262746728892973,0.8192828007590472,1.5691322442555966,0.2103330776318147,-0.6852861960646714,0.7967999865172553,0.7396824786748657,0.3897626104974075,0.3409884768246258,0.0960462483365611,12.604296033477308,0.0003848611633222,1510,2026-01-12 01:14:46,35,result_table_3_7
binary,0.0200364650363799,0.0095901469960958,0.0178459695043301,0.0202590615120817,0.0021904955320497,0.0033824917440766,0.4193834160342683,0.5172448680969296,-0.0002225964757018,0.0081533275014303,0.0007453612200151,0.9782194165249268,-0.0024130920077515,0.007313759388375,0.1088595225735497,0.741446307497942,1952,2026-01-12 01:19:03,95,result_table_1_A_1
binary,0.0259227239122034,0.0093725167476104,0.0204331572611033,0.024908682444198,0.0054895666511,0.0067390486147335,0.6635580865376456,0.4153066081934636,0.0010140414680053,0.0083612333889064,0.0147085797066678,0.9034701054845484,-0.0044755251830947,0.0080039465651382,0.3126652739486525,0.5760492535239176,1952,2026-01-12 01:23:53,95,result_table_1_A_2
binary,-0.0128565258965953,0.0838990288761129,0.0470264934515889,0.0543711952487175,-0.0598830193481842,0.0827962464140688,0.5231016411756314,0.469521600713435,-0.0672277211453128,0.0837476681772261,0.6443937695749624,0.4221242135744563,-0.0073447017971286,0.0092589579786024,0.6292512821982622,0.4276300815361434,1464,2026-01-12 01:27:47,95,result_table_1_A_3
binary,-0.1468934073685794,0.0023695983636976,-0.00827911303887,-0.3212001800708447,-0.1386142943297093,0.0022833374992195,3685.325213669414,0.0,0.1743067727022653,0.0136368642389467,163.3802251104109,0.0,0.3129210670319746,0.0137678584072007,516.5790902513055,0.0,69543,2026-01-12 01:33:44,96,result_table_1_3
binary,0.0197408599797005,0.0018500276205214,0.0097096781220023,0.1008827993123316,0.0100311818576982,0.0018632671590724,28.98370822273478,7.298957938051134e-08,-0.081141939332631,0.0408633405505936,3.9429660040292,0.0470677217106549,-0.0911731211903292,0.0409480184377027,4.957558695322826,0.0259768561146646,93375,2026-01-12 01:39:23,96,result_table_1_6
binary,0.0149546174364069,0.0014756740644483,0.0250972370778322,0.0435041541165241,-0.0101426196414253,0.0013766738209527,54.27979150930331,1.7386092565629956e-13,-0.0285495366801172,0.0224445354532882,1.6179939272651092,0.2033717328006415,-0.0184069170386918,0.022491699572198,0.6697574637653596,0.4131361789727682,103930,2026-01-12 01:46:00,96,result_table_1_9
binary,-517.2873975104236,517.2597001759012,1.1016372351040886,0.8842443810597163,-518.3890347455277,517.2549724876941,1.004389732386718,0.3162506473906373,-518.1716418914833,517.2617340254936,1.0035212663499724,0.3164599619930335,0.2173928540443723,0.1952499128567956,1.23967782005911,0.2655331547867444,141,2026-01-12 01:46:25,110,result_table_2_A_3
binary,-99.54013084177711,102.78453155678922,1.4392302827551722,0.9503053285124672,-100.9793611245323,102.67189595774197,0.9673019730877854,0.3253539819874427,-100.4904361702896,102.78038199146792,0.955936419129938,0.3282128220021848,0.488924954242705,0.3319433606566264,2.169483914658931,0.1407734700965088,141,2026-01-12 01:46:40,110,result_table_2_A_6
binary,-5.258210519621602,5.6864400029026765,0.8685763540032201,0.705437025225743,-6.126786873624821,5.667260567878223,1.168743435269029,0.2796595812089351,-5.963647544847345,5.685465560530944,1.1002512499960924,0.2942109720511977,0.163139328777477,0.1481250035460739,1.2129994242087525,0.2707389061446126,141,2026-01-12 01:47:02,110,result_table_2_A_9
continuous,0.0146159958776392,0.0012761750981258,0.0137283440826546,0.008546885145342,0.0008876517949845,0.0018624983257199,0.2271399308472944,0.633652683907218,0.0060691107322972,0.0010409300240782,33.99437431344841,5.527164947949359e-09,0.0051814589373126,0.0011012453299634,22.137876588685728,2.5375336686339622e-06,55212,2026-01-12 01:51:34,111,result_table_2_1
continuous,-1.7948979410396895e+117,1.7948979410396892e+117,0.3047135274141862,0.60823681077056,-1.7948979410396895e+117,1.7948979410396892e+117,1.0000000000000002,0.317310507862914,-1.7948979410396895e+117,1.7948979410396892e+117,1.0000000000000002,0.317310507862914,-0.3035232833563738,4.259545565173375e+100,5.0775883213067835e-203,1.0,875,2026-01-12 01:52:51,66,result_table_3_1
binary,-4.322662797219462,2.7833807748751846,-0.3438181001974187,-0.0245891139979957,-3.9788446970220432,2.782154695696641,2.045273669556422,0.1526795254905646,-4.2980736832214665,2.782082252085545,2.386754672578849,0.1223674263771072,-0.3192289861994229,0.1071192291621677,8.881161340364933,0.0028812820509148,2080,2026-01-12 01:55:25,117,result_table_1_A
continuous,-0.5267246329792807,0.0786469965632463,-0.0504299100417585,-0.0389911629534971,-0.4762947229375222,0.0783126363885658,36.99029971577425,1.1871840177590798e-09,-0.4877334700257835,0.0798201555168557,37.337048139444846,9.937868306053588e-10,-0.0114387470882613,0.0020139186870271,32.2606454475346,1.3481642580082113e-08,12242,2026-01-12 02:11:47,124,result_table_8_2
binary,0.281413577416807,0.093100044379225,0.1827660173847152,0.1246323885244681,0.0986475600320917,0.0604302348984542,2.6647970002318018,0.1025909133980266,0.1567811888923388,0.090475688942369,3.0027841117171734,0.0831215642718848,0.058133628860247,0.0610006770996491,0.9082084870818372,0.3405902070510765,301,2026-01-12 02:18:28,131,result_table_2_B_3
binary,-0.5951737407772634,0.0513590086368833,-0.8308851681611157,-0.9704153759761034,0.2357114273838523,0.0625650536371941,14.193765739726055,0.0001649160004141,0.37524163519884,0.0945444295699099,15.752523924339023,7.219155910254127e-05,0.1395302078149877,0.0729018919495947,3.663185264941851,0.0556271903237605,492,2026-01-12 02:19:31,135,result_table_3_1_1
continuous,-0.6561550083458716,0.4396287944912124,-0.6562083923667449,-0.7983420890314195,5.338402087329275e-05,0.0010712007139541,0.0024835954548407,0.9602533298404584,0.1421870806855478,0.1016135384900048,1.9580200067138285,0.1617252335605513,0.1421336966646745,0.1016081416215533,1.956757856741901,0.1618604846829672,375642,2026-01-12 02:48:40,141,result_table_2_3
continuous,0.2525936603568765,0.0359000450303967,0.2110663945682135,0.2602454031096611,0.041527265788663,0.0322562018064571,1.657449175494122,0.1979480832734179,-0.0076517427527845,0.034296021156981,0.0497775187824502,0.8234508607018193,-0.0491790085414476,0.0159566530800722,9.498957227456687,0.0020558870335806,1201803,2026-01-12 07:32:35,151,result_table_5_2
continuous,-0.8288496417090326,0.4345161281986621,-0.6703696780938561,-0.6642424506378817,-0.1584799636151765,0.2362024382077855,0.4501735485628998,0.5022525504421,-0.1646071910711509,0.2355271664724153,0.4884449157662097,0.4846218131252265,-0.0061272274559743,0.0102508836474805,0.3572772780141584,0.5500222677398436,51,2026-01-12 07:33:11,79,result_table_3_A_4
continuous,-0.0974256186245738,0.0559358573074857,-0.1329060023988184,-0.1325311336690842,0.0354803837742445,0.0314006840518975,1.2767280476901328,0.2585082869972799,0.0351055150445104,0.0313569256130544,1.253382846390193,0.2629073541729153,-0.0003748687297341,0.0003672847505835,1.041723916209804,0.3074208733106841,46,2026-01-12 07:33:25,79,result_table_9_A_5
continuous,-48.32759085679285,44.81808795862148,-0.0622358903712994,-0.0634268020995907,-48.26535496642156,44.77075763891751,1.1622033458618657,0.2810090541844555,-48.26416405469326,44.77107578010009,1.1621294773113922,0.2810243430145135,0.0011909117282913,0.0010922839621158,1.1887431587098876,0.275583222721859,19,2026-01-12 07:33:44,84,result_table_5_1
continuous,-0.7218076809222057,0.8660373671996124,-0.0731064585435299,-0.0731494768604266,-0.6487012223786758,0.8624788470641049,0.5657082699420002,0.4519693934682964,-0.6486582040617791,0.8624142134776521,0.5657180289557643,0.4519654924785394,4.3018316896722975e-05,0.0008616425756441,0.0024925996429128,0.9601814046838396,19,2026-01-12 07:34:00,84,result_table_5_4
continuous,-21.09658549484596,0.2321795122285796,0.0789111712422224,-0.2267557559619683,-21.175496666088183,0.2289938204413547,8551.054713826266,0.0,-20.869829738884,0.233374170802231,7997.094651636929,0.0,0.3056669272041908,0.0594074459727367,26.47373021604332,2.671464316428285e-07,33723,2026-01-12 07:44:26,103,result_table_1_B_1
continuous,-11.114056797071632,0.1994555708424275,0.0508132026517444,-0.2499217629725272,-11.164869999723376,0.198931852195907,3149.913942830038,0.0,-10.864135034099109,0.2004242200734765,2938.2578519417925,0.0,0.3007349656242717,0.0224199175653151,179.92844541548672,0.0,34892,2026-01-12 07:52:48,103,result_table_2_1
continuous,-0.4926402206935931,0.094768869317427,-0.6727369819490316,-0.6512940678903116,0.1800967612554385,0.0378075579274924,22.69104792911326,1.9025215691748087e-06,0.1586538471967185,0.085241200396231,3.464193173912577,0.0627110945110043,-0.02144291405872,0.1036437287898045,0.0428037236546965,0.8360952916110154,500,2026-01-12 07:53:14,159,result_table_1_A_3
continuous,-0.5763219089748044,0.1111925691097696,-0.7468840960562093,-0.7244774583580887,0.1705621870814049,0.0389941231668686,19.13230053488117,1.2196324756796884e-05,0.1481555493832843,0.1050146453577893,1.9903804916935264,0.1583011012907418,-0.0224066376981205,0.1250327505011382,0.0321148437876224,0.8577758357962778,500,2026-01-12 07:53:42,159,result_table_1_B_3
continuous,2.75747913017075,0.1595943616877463,2.749228706231487,3.0600216534249123,0.0082504239392635,0.0427032945678489,0.037327574018383,0.8467996350547193,-0.3025425232541616,0.1549852658074114,3.810588253548509,0.0509295609025107,-0.3107929471934252,0.1453350825218055,4.573001949572899,0.0324796020955002,4273,2026-01-12 07:57:32,161,result_table_4_A_2
continuous,-0.5980686770181416,0.053888998505438,-0.5998942592156775,-0.2710444129783599,0.0018255821975359,0.0094976974072463,0.0369458894125537,0.8475752572009527,-0.3270242640397817,0.0586790232846705,31.059481481126017,2.5024094463255163e-08,-0.3288498462373176,0.0567763543808035,33.547509174208955,6.954437581363493e-09,4273,2026-01-12 08:03:49,161,result_table_4_B_2
continuous,0.0231728370925682,0.001240678167984,0.0216376549739658,-0.0270601613467447,0.0015351821186024,0.0013795752620028,1.2383089449796718,0.2657972104180289,0.050232998439313,0.0014032640630421,1281.4433095290017,0.0,0.0486978163207106,0.0021882557826122,495.2480850528941,0.0,3895,2026-01-12 08:10:14,163,result_table_1_4
continuous,-0.166549567954398,0.2076593966360994,-0.4141326127154935,-0.66805416501357,0.2475830447610955,0.2049364499108508,1.459497588378056,0.2270100766032264,0.5015045970591719,0.1974421879696657,6.451637040011429,0.0110850157884367,0.2539215522980764,0.0575812090857848,19.44632630947904,1.034666587917954e-05,298,2026-01-12 08:10:44,164,result_table_1_1
continuous,-0.3104352803303952,0.0249273541843369,-0.4451662574545969,-0.4813563597710757,0.1347309771242016,0.0224202815662375,36.11210413939422,1.8628613096538515e-09,0.1709210794406805,0.0231668225297578,54.43250364411446,1.6087131626818518e-13,0.0361901023164788,0.0136826716185742,6.99580690346704,0.0081700870922416,298,2026-01-12 08:11:23,164,result_table_1_3
binary,-0.934322242033488,0.1664346940832947,-0.4560633399111025,-0.2822865006247335,-0.4782589021223855,0.1718412091651673,7.745892853128287,0.0053834837117936,-0.6520357414087545,0.1838287017668361,12.581029024935573,0.0003896821151568,-0.173776839286369,0.1089541613116306,2.5438772047799767,0.1107225968432156,2450,2026-01-12 08:46:46,167,result_table_3_1
continuous,0.0190338184934869,0.0016746505011552,0.0359619174257615,0.0343570661246738,-0.0169280989322745,0.0055419980104579,9.33004301288935,0.0022542706307234,-0.0153232476311868,0.0013150701819722,135.76998774910365,0.0,0.0016048513010877,0.0048966339476022,0.1074173215490439,0.7431038569298274,1865469,2026-01-12 11:53:51,168,result_table_2_D_3
continuous,2.259717673865289,0.21123013049502,2.2703279007684283,1.720178742526468,-0.0106102269031387,0.0433925964799213,0.0597885564104512,0.8068304482848476,0.5395389313388217,0.2128769119921482,6.423747348514078,0.0112604306725526,0.5501491582419604,0.216681682434877,6.446388978852331,0.0111178084839997,2867,2026-01-12 12:01:58,170,result_table_2_A_1
continuous,2.215217374448909,0.2772103622663421,2.184312539838322,1.8165761881225049,0.0309048346105873,0.041951413344266,0.5426997905210039,0.4613159944488515,0.3986411863264045,0.2793487131503409,2.03643701830417,0.1535689856838805,0.3677363517158172,0.269517583034066,1.8616537934167856,0.172434050087063,2867,2026-01-12 12:07:56,170,result_table_2_A_2
continuous,2.064474510028365,0.1933264085808431,2.1418120536940988,1.5988990671937695,-0.0773375436657342,0.0451107019181554,2.939148836531241,0.0864562800331779,0.465575442834595,0.1946202814071398,5.722738979188824,0.0167465866066957,0.5429129865003293,0.2134921366705819,6.466908151113083,0.0109901570966579,2867,2026-01-12 12:16:00,170,result_table_2_A_3
continuous,-24.62617921857822,3.926854236052815,-23.05638510192153,-29.583247622413552,-1.5697941166566878,2.2685695698124126,0.4788298206995974,0.4889528383764318,4.957068403835333,4.386239111803964,1.2772185499100666,0.2584168401134132,6.5268625204920205,4.180374829683537,2.437690032940846,0.1184505409223878,140,2026-01-12 12:16:24,172,result_table_6_A_6
continuous,-16.41154183842363,2.526182796937014,-16.761233622315114,-18.83869442645617,0.3496917838914832,1.3673049904321743,0.0654093840252881,0.7981418891915425,2.4271525880325377,2.880905511628985,0.709800222466073,0.3995101411690849,2.0774608041410545,2.5596680573232904,0.6587162535198091,0.4170135201820243,147,2026-01-12 12:16:47,172,result_table_6_A_8
binary,0.0461092450321521,0.091560932621794,0.2973156636767109,0.047144935630816,-0.2512064186445587,0.0877388132876598,8.197434436826732,0.0041949667392053,-0.0010356905986639,0.0752916528602432,0.0001892197244074,0.9890248726500176,0.2501707280458948,0.0398767854886191,39.35797093636053,3.5280967036754873e-10,3292,2026-01-12 12:23:19,173,result_table_2_1
continuous,0.2593173774972949,0.0058641380123962,0.2494110095492035,0.1043587236656278,0.0099063679480913,0.02034428223639,0.2371068850903586,0.62630352814944,0.154958653831667,0.0058573183043194,699.8968174472205,0.0,0.1450522858835757,0.0154798155610647,87.80466510862982,0.0,6002,2026-01-12 12:26:34,174,result_table_3_1
continuous,-0.4606379688197615,0.2598555700152156,-0.4589615389518616,-0.6631461712274347,-0.0016764298678998,0.1212799870987512,0.0001910699963844,0.9889713468290036,0.2025082024076732,0.2411015117873904,0.7054810783845371,0.4009480785863488,0.2041846322755731,0.1999398103623887,1.0429117317734151,0.3071452457817203,578,2026-01-12 12:27:16,175,result_table_4_3
continuous,-1.9192130990767031,0.26171677885104927,-1.936003841169292,-1.8768563170862838,0.016790742092588795,0.2612574293506529,0.004130498636931793,0.9487560722814314,-0.04235678199041937,0.26127015552609995,0.026282477888120978,0.8712123683836718,-0.05914752408300816,0.0025632519633589437,532.4643577182028,0.0,54,2026-01-12 12:27:33,176,result_table_2_4
